merchant_id,industry,signup_date,avg_ticket_size,weekly_txn_rate,decline_rate
MCH101225,Professional Services,2025-08-28,23.97,3.66,0.0551
MCH101226,Food & Beverage,2026-02-28,34.08,4.25,0.032
MCH101227,Subscription / SaaS,2025-09-30,85.73,1.96,0.1758
MCH101228,Utilities & Billing,2025-01-18,42.34,4.01,0.0494
MCH101229,Food & Beverage,2025-01-28,19.13,2.25,0.0582
MCH101230,Marketplace,2024-07-06,19.1,5.17,0.0341
MCH101231,E-commerce Retail,2026-03-16,42.61,3.37,0.0321
MCH101232,E-commerce Retail,2025-07-11,38.18,2.95,0.1167
MCH101233,E-commerce Retail,2025-09-20,57.68,2.22,0.0486
MCH101234,Professional Services,2024-10-14,91.61,8.99,0.0284
MCH101235,Subscription / SaaS,2026-04-12,559.68,3.69,0.1898
MCH101236,Marketplace,2025-08-05,8.48,0.66,0.1041
MCH101237,Food & Beverage,2024-10-04,72.74,1.53,0.028
MCH101238,Utilities & Billing,2025-07-23,40.38,1.96,0.0395
MCH101239,E-commerce Retail,2025-09-25,5.79,2.46,0.0674
MCH101240,Marketplace,2025-08-20,127.68,2.93,0.0268
MCH101241,Digital Goods,2025-11-16,55.77,0.96,0.2377
MCH101242,Digital Goods,2025-09-27,81.44,2.3,0.025
MCH101243,Marketplace,2025-04-17,6.69,1.8,0.0209
MCH101244,Digital Goods,2025-12-16,29.36,7.28,0.1442
MCH101245,Professional Services,2025-01-09,12.44,0.91,0.0117
MCH101246,E-commerce Retail,2024-11-27,318.33,2.42,0.062
MCH101247,E-commerce Retail,2025-11-27,114.96,1.24,0.0513
MCH101248,Marketplace,2025-07-28,18.52,15.85,0.1181
MCH101249,Travel & Hospitality,2025-05-12,7.87,8.64,0.0338
MCH101250,Digital Goods,2024-09-14,44.44,0.48,0.0756
MCH101251,Food & Beverage,2026-02-19,109.12,1.11,0.0413
MCH101252,E-commerce Retail,2025-03-27,6.46,5.88,0.0465
MCH101253,E-commerce Retail,2025-02-10,14.41,3.89,0.0359
MCH101254,Professional Services,2025-12-12,12.11,3.77,0.0587
MCH101255,Food & Beverage,2024-10-21,87.09,2.98,0.0332
MCH101256,E-commerce Retail,2025-03-08,25.28,6.37,0.0716
MCH101257,Food & Beverage,2025-02-18,26.37,5.37,0.0241
MCH101258,E-commerce Retail,2024-09-21,43.58,1.84,0.039
MCH101259,Travel & Hospitality,2024-11-02,15.21,0.74,0.0326
MCH101260,Subscription / SaaS,2024-12-22,8.64,0.45,0.0872
MCH101261,Digital Goods,2024-09-07,143.98,2.22,0.0457
MCH101262,Subscription / SaaS,2024-08-16,157.98,0.39,0.005
MCH101263,Food & Beverage,2025-03-13,43.8,3.16,0.0081
MCH101264,E-commerce Retail,2024-07-30,47.09,1.81,0.1038
MCH101265,E-commerce Retail,2025-04-07,129.16,17.18,0.053
MCH101266,Food & Beverage,2025-02-22,42.8,3.47,0.0179
MCH101267,Food & Beverage,2025-03-05,24.07,2.39,0.0384
MCH101268,Travel & Hospitality,2025-07-03,38.07,0.49,0.0325
MCH101269,Subscription / SaaS,2025-11-07,147.4,0.7,0.0105
MCH101270,Professional Services,2024-07-25,38.6,4.86,0.06
MCH101271,Marketplace,2026-02-06,18.74,1.8,0.0559
MCH101272,Digital Goods,2025-11-02,42.39,31.04,0.0987
MCH101273,E-commerce Retail,2025-11-06,70.54,2.26,0.0287
MCH101274,Food & Beverage,2025-05-10,62.57,2.91,0.0707
MCH101275,E-commerce Retail,2026-02-26,63.61,0.66,0.0458
MCH101276,Subscription / SaaS,2025-07-10,16.01,6.34,0.0933
MCH101277,Utilities & Billing,2026-03-31,79.05,0.97,0.033
MCH101278,E-commerce Retail,2024-07-25,37.66,4.16,0.028
MCH101279,Food & Beverage,2025-05-30,17.96,5.54,0.011
MCH101280,Travel & Hospitality,2025-06-20,78.43,2.71,0.0546
MCH101281,Professional Services,2024-10-24,23.25,14.25,0.0642
MCH101282,Travel & Hospitality,2024-08-17,7.58,1.34,0.0305
MCH101283,E-commerce Retail,2024-10-07,13.46,13.14,0.1018
MCH101284,Subscription / SaaS,2025-10-02,30.52,0.69,0.0923
MCH101285,Food & Beverage,2025-12-05,65.25,5.47,0.0575
MCH101286,E-commerce Retail,2026-02-17,15.42,2.13,0.0963
MCH101287,Subscription / SaaS,2025-08-09,28.77,1.21,0.0609
MCH101288,E-commerce Retail,2025-01-30,10.84,0.47,0.0424
MCH101289,E-commerce Retail,2026-05-16,97.71,1.9,0.1112
MCH101290,Food & Beverage,2025-11-15,203.84,1.78,0.0524
MCH101291,E-commerce Retail,2025-09-21,182.96,2.92,0.106
MCH101292,Travel & Hospitality,2026-01-27,96.06,5.08,0.1841
MCH101293,Professional Services,2025-03-15,86.7,1.1,0.0475
MCH101294,Digital Goods,2024-10-29,5.0,14.27,0.1143
MCH101295,E-commerce Retail,2024-08-23,43.69,1.44,0.0909
MCH101296,E-commerce Retail,2025-05-27,22.28,4.49,0.0586
MCH101297,E-commerce Retail,2025-02-26,88.28,2.69,0.0452
MCH101298,Professional Services,2025-12-12,5.0,2.02,0.0429
MCH101299,Professional Services,2025-10-26,44.39,2.56,0.0124
MCH101300,E-commerce Retail,2025-01-03,29.53,0.96,0.0337
MCH101301,Marketplace,2026-04-17,111.99,1.67,0.135
MCH101302,E-commerce Retail,2025-03-19,172.08,0.64,0.0695
MCH101303,Travel & Hospitality,2025-06-29,14.46,1.42,0.0312
MCH101304,Professional Services,2025-11-03,15.12,1.54,0.0222
MCH101305,Marketplace,2025-09-04,46.09,5.73,0.031
MCH101306,Professional Services,2025-02-24,207.22,1.76,0.0162
MCH101307,Digital Goods,2025-04-30,38.87,1.57,0.1012
MCH101308,Subscription / SaaS,2025-04-24,10.18,3.06,0.0464
MCH101309,Digital Goods,2024-09-14,19.97,2.95,0.1333
MCH101310,E-commerce Retail,2026-05-31,44.82,1.36,0.0787
MCH101311,Marketplace,2025-05-29,46.53,3.65,0.11
MCH101312,Travel & Hospitality,2026-04-03,18.1,2.06,0.0576
MCH101313,Digital Goods,2025-10-17,19.57,1.36,0.0902
MCH101314,Food & Beverage,2025-04-09,13.71,1.5,0.0109
MCH101315,Professional Services,2026-02-11,114.57,6.36,0.0163
MCH101316,Food & Beverage,2024-09-10,15.88,1.54,0.0803
MCH101317,Professional Services,2025-03-20,22.99,3.19,0.0116
MCH101318,E-commerce Retail,2026-01-26,22.35,0.68,0.0781
MCH101319,E-commerce Retail,2024-07-12,7.35,7.5,0.0646
MCH101320,Subscription / SaaS,2024-11-18,15.43,1.37,0.2423
MCH101321,E-commerce Retail,2026-01-06,124.98,3.67,0.1529
MCH101322,Marketplace,2024-07-17,10.92,1.91,0.0436
MCH101323,E-commerce Retail,2024-09-01,13.96,3.63,0.1175
MCH101324,Utilities & Billing,2025-03-10,9.65,3.83,0.0849
MCH101325,Subscription / SaaS,2025-10-08,33.43,2.13,0.0529
MCH101326,E-commerce Retail,2025-07-11,241.16,0.38,0.0665
MCH101327,Digital Goods,2025-12-02,32.05,7.32,0.1829
MCH101328,Professional Services,2024-09-28,39.13,2.14,0.0465
MCH101329,Food & Beverage,2026-03-22,16.52,3.55,0.1007
MCH101330,Travel & Hospitality,2024-12-22,34.41,4.91,0.1024
MCH101331,Professional Services,2024-09-14,125.09,1.56,0.0212
MCH101332,E-commerce Retail,2026-03-05,42.22,4.13,0.0535
MCH101333,Utilities & Billing,2026-04-24,308.51,1.16,0.0485
MCH101334,Utilities & Billing,2025-08-04,128.96,3.62,0.0573
MCH101335,Professional Services,2024-09-09,33.57,2.51,0.0402
MCH101336,E-commerce Retail,2024-12-27,32.92,1.61,0.0703
MCH101337,Professional Services,2024-11-01,186.97,2.58,0.0356
MCH101338,E-commerce Retail,2025-07-16,41.99,0.86,0.0643
MCH101339,E-commerce Retail,2025-04-19,149.74,3.35,0.0675
MCH101340,Subscription / SaaS,2025-01-11,271.21,3.72,0.0264
MCH101341,Food & Beverage,2025-02-13,29.84,3.48,0.0118
MCH101342,Marketplace,2025-09-04,52.04,11.05,0.0519
MCH101343,Professional Services,2025-09-09,97.51,2.24,0.0182
MCH101344,Digital Goods,2025-10-04,78.85,2.4,0.149
MCH101345,Food & Beverage,2026-03-10,78.3,0.76,0.0214
MCH101346,Subscription / SaaS,2024-07-21,9.65,11.85,0.0712
MCH101347,Subscription / SaaS,2024-09-02,15.67,0.55,0.0151
MCH101348,Utilities & Billing,2024-12-12,22.3,3.09,0.0138
MCH101349,E-commerce Retail,2024-07-27,123.28,1.33,0.0466
MCH101350,Marketplace,2025-05-07,10.64,2.62,0.0917
MCH101351,Travel & Hospitality,2025-04-11,167.88,0.66,0.0934
MCH101352,Food & Beverage,2026-04-21,79.82,6.0,0.0416
MCH101353,Professional Services,2025-04-07,116.07,0.95,0.0424
MCH101354,Food & Beverage,2024-12-11,14.45,7.9,0.0807
MCH101355,Marketplace,2025-02-09,39.34,0.97,0.0319
MCH101356,Marketplace,2024-11-23,49.35,6.52,0.0323
MCH101357,Food & Beverage,2024-07-30,47.23,1.07,0.0264
MCH101358,Subscription / SaaS,2024-08-14,49.19,1.33,0.1023
MCH101359,Travel & Hospitality,2025-10-14,27.76,2.46,0.2767
MCH101360,Marketplace,2024-08-03,41.9,1.05,0.0333
MCH101361,E-commerce Retail,2026-04-14,102.88,1.02,0.0927
MCH101362,Professional Services,2025-08-31,11.4,1.07,0.0098
MCH101363,Professional Services,2025-02-06,171.92,3.38,0.0433
MCH101364,Professional Services,2025-12-16,97.7,2.46,0.0261
MCH101365,E-commerce Retail,2026-05-23,13.94,2.59,0.1455
MCH101366,Professional Services,2025-07-02,53.72,1.78,0.0268
MCH101367,Marketplace,2026-01-01,90.15,4.26,0.17
MCH101368,E-commerce Retail,2026-02-02,10.64,7.03,0.0503
MCH101369,E-commerce Retail,2024-10-24,38.17,4.37,0.1479
MCH101370,Utilities & Billing,2025-02-24,33.83,2.0,0.0441
MCH101371,E-commerce Retail,2025-05-31,19.19,0.73,0.1282
MCH101372,Marketplace,2025-09-14,40.14,0.34,0.1486
MCH101373,Food & Beverage,2024-11-25,20.08,2.31,0.0431
MCH101374,Subscription / SaaS,2024-07-09,144.65,0.34,0.0452
MCH101375,Marketplace,2025-04-14,19.56,2.02,0.0389
MCH101376,Food & Beverage,2025-07-23,80.8,10.0,0.0594
MCH101377,Food & Beverage,2024-08-19,6.99,0.78,0.0781
MCH101378,Subscription / SaaS,2025-11-29,31.13,0.68,0.0063
MCH101379,Travel & Hospitality,2026-03-30,37.05,4.65,0.0795
MCH101380,E-commerce Retail,2026-02-07,30.14,0.15,0.069
MCH101381,Food & Beverage,2026-05-08,24.62,3.6,0.0349
MCH101382,Utilities & Billing,2025-04-04,18.77,10.68,0.0566
MCH101383,Subscription / SaaS,2025-04-26,77.83,1.03,0.152
MCH101384,Professional Services,2026-02-09,99.43,0.87,0.0485
MCH101385,Subscription / SaaS,2026-04-10,33.71,4.44,0.1125
MCH101386,Digital Goods,2026-03-10,12.22,0.76,0.0649
MCH101387,E-commerce Retail,2026-02-27,220.07,5.53,0.0712
MCH101388,Utilities & Billing,2024-11-12,15.18,0.83,0.0625
MCH101389,Food & Beverage,2026-01-31,8.5,14.42,0.0229
MCH101390,E-commerce Retail,2024-11-24,5.0,4.77,0.0394
MCH101391,E-commerce Retail,2025-11-02,40.43,2.55,0.0872
MCH101392,E-commerce Retail,2025-10-21,29.45,13.61,0.1387
MCH101393,Food & Beverage,2024-12-06,102.61,6.9,0.0631
MCH101394,Subscription / SaaS,2025-07-19,67.43,3.56,0.0503
MCH101395,Digital Goods,2024-12-10,48.92,0.38,0.1146
MCH101396,Food & Beverage,2025-09-14,27.9,1.22,0.0577
MCH101397,Subscription / SaaS,2025-01-05,111.05,7.28,0.0545
MCH101398,Travel & Hospitality,2025-08-19,236.84,0.67,0.2427
MCH101399,Professional Services,2025-06-04,100.38,1.14,0.0117
MCH101400,E-commerce Retail,2026-02-27,23.02,0.89,0.0565
MCH101401,E-commerce Retail,2024-12-28,79.96,3.68,0.0835
MCH101402,E-commerce Retail,2025-04-14,24.48,6.45,0.0802
MCH101403,Professional Services,2025-01-03,12.12,6.45,0.0656
MCH101404,Professional Services,2024-11-15,14.89,1.05,0.0484
MCH101405,Food & Beverage,2024-11-07,25.58,3.63,0.0972
MCH101406,Marketplace,2025-01-10,40.61,1.0,0.1098
MCH101407,Digital Goods,2025-05-12,287.32,1.99,0.2528
MCH101408,Travel & Hospitality,2024-11-21,15.15,4.14,0.0496
MCH101409,Marketplace,2024-07-16,137.48,7.11,0.2163
MCH101410,E-commerce Retail,2025-04-28,26.65,0.29,0.0405
MCH101411,E-commerce Retail,2025-08-27,5.0,2.71,0.0374
MCH101412,Subscription / SaaS,2025-03-02,22.07,10.05,0.0079
MCH101413,E-commerce Retail,2024-10-15,118.71,3.1,0.0572
MCH101414,Food & Beverage,2024-09-26,51.66,2.67,0.0642
MCH101415,Marketplace,2024-11-06,54.84,1.4,0.0771
MCH101416,E-commerce Retail,2025-06-06,138.17,9.78,0.0362
MCH101417,E-commerce Retail,2024-07-04,12.98,1.47,0.0351
MCH101418,Food & Beverage,2025-05-23,12.78,2.23,0.123
MCH101419,Marketplace,2025-08-14,5.0,1.54,0.1323
MCH101420,Subscription / SaaS,2025-05-02,87.98,2.74,0.0638
MCH101421,Food & Beverage,2026-02-27,64.23,10.23,0.0839
MCH101422,E-commerce Retail,2025-02-10,75.49,0.99,0.1047
MCH101423,E-commerce Retail,2025-06-13,11.21,2.75,0.0305
MCH101424,Utilities & Billing,2025-05-17,7.36,3.64,0.005
MCH101425,Utilities & Billing,2026-01-10,9.78,1.09,0.0906
MCH101426,E-commerce Retail,2024-12-28,14.55,2.32,0.0915
MCH101427,Utilities & Billing,2026-03-10,173.12,15.66,0.0096
MCH101428,Professional Services,2025-07-21,99.5,0.42,0.009
MCH101429,Marketplace,2026-03-10,23.15,1.61,0.0754
MCH101430,Food & Beverage,2024-10-16,49.37,3.16,0.0623
MCH101431,Food & Beverage,2025-12-13,18.57,1.69,0.0297
MCH101432,Food & Beverage,2025-08-14,52.68,44.09,0.0146
MCH101433,Professional Services,2025-04-22,11.73,4.26,0.047
MCH101434,E-commerce Retail,2024-12-18,77.5,0.87,0.0242
MCH101435,E-commerce Retail,2025-05-27,15.65,0.24,0.0338
MCH101436,Subscription / SaaS,2025-11-05,81.93,3.46,0.1935
MCH101437,Professional Services,2025-01-11,23.87,1.16,0.0365
MCH101438,E-commerce Retail,2024-07-12,16.61,8.93,0.0689
MCH101439,Professional Services,2025-01-11,183.64,1.87,0.1046
MCH101440,Utilities & Billing,2025-11-02,43.68,1.39,0.0754
MCH101441,E-commerce Retail,2024-12-29,26.52,1.37,0.0553
MCH101442,Professional Services,2026-04-17,78.11,6.6,0.0123
MCH101443,Food & Beverage,2025-05-12,9.58,3.73,0.0162
MCH101444,Marketplace,2026-05-25,110.7,14.24,0.0809
MCH101445,E-commerce Retail,2024-07-30,31.83,1.98,0.0528
MCH101446,Professional Services,2026-02-16,66.74,5.83,0.0603
MCH101447,Digital Goods,2026-05-09,7.78,5.93,0.1481
MCH101448,Utilities & Billing,2024-10-04,24.97,4.83,0.0175
MCH101449,Professional Services,2025-07-16,36.77,1.48,0.0267
MCH101450,Food & Beverage,2025-09-17,102.54,3.95,0.0301
MCH101451,Travel & Hospitality,2025-04-24,72.27,2.23,0.088
MCH101452,Marketplace,2025-06-26,24.72,2.17,0.0221
MCH101453,Travel & Hospitality,2025-07-09,50.3,1.1,0.144
MCH101454,E-commerce Retail,2026-01-05,128.58,0.3,0.0314
MCH101455,Marketplace,2025-04-29,29.96,8.57,0.0459
MCH101456,Professional Services,2025-08-25,26.87,3.79,0.0426
MCH101457,Professional Services,2025-03-03,5.53,0.64,0.075
MCH101458,E-commerce Retail,2025-02-22,27.69,5.04,0.0451
MCH101459,Professional Services,2025-12-16,6.43,8.74,0.0484
MCH101460,Food & Beverage,2025-01-01,32.64,5.35,0.0631
MCH101461,Professional Services,2025-10-11,98.31,1.01,0.0614
MCH101462,E-commerce Retail,2025-06-28,5.0,1.18,0.0161
MCH101463,Professional Services,2025-04-09,125.74,1.42,0.005
MCH101464,Utilities & Billing,2026-01-04,26.31,5.82,0.0412
MCH101465,E-commerce Retail,2025-06-01,35.62,3.97,0.0952
MCH101466,Utilities & Billing,2024-12-09,22.14,40.06,0.0365
MCH101467,Food & Beverage,2024-12-07,6.6,0.48,0.0328
MCH101468,Marketplace,2025-10-17,16.73,2.33,0.1151
MCH101469,Digital Goods,2026-02-21,298.09,0.36,0.0978
MCH101470,Travel & Hospitality,2025-05-18,12.23,4.47,0.0652
MCH101471,Professional Services,2024-07-12,7.47,7.15,0.031
MCH101472,Marketplace,2025-08-28,42.15,10.4,0.0843
MCH101473,Food & Beverage,2024-09-11,33.59,2.97,0.0156
MCH101474,Subscription / SaaS,2026-02-08,26.49,0.36,0.0303
MCH101475,Professional Services,2025-01-17,37.13,2.34,0.0303
MCH101476,Digital Goods,2025-12-04,69.7,3.81,0.1049
MCH101477,Digital Goods,2025-11-17,20.35,0.9,0.2125
MCH101478,Digital Goods,2026-05-19,44.45,1.89,0.07
MCH101479,Food & Beverage,2024-08-08,101.89,0.69,0.0209
MCH101480,Digital Goods,2024-08-29,13.53,1.33,0.2228
MCH101481,E-commerce Retail,2026-01-29,5.0,6.13,0.0692
MCH101482,Travel & Hospitality,2025-05-17,71.58,4.86,0.0459
MCH101483,E-commerce Retail,2025-09-08,447.18,0.61,0.0917
MCH101484,Subscription / SaaS,2026-03-28,36.33,1.22,0.0716
MCH101485,Subscription / SaaS,2026-05-07,44.79,2.6,0.0792
MCH101486,Food & Beverage,2025-08-12,27.23,3.08,0.0372
MCH101487,Professional Services,2025-07-21,179.12,1.27,0.0069
MCH101488,Food & Beverage,2026-05-02,33.86,3.96,0.0451
MCH101489,Food & Beverage,2026-01-20,30.37,2.37,0.0624
MCH101490,E-commerce Retail,2024-09-16,91.0,0.19,0.0689
MCH101491,Subscription / SaaS,2025-01-10,22.55,1.39,0.052
MCH101492,E-commerce Retail,2025-04-11,10.13,1.35,0.017
MCH101493,E-commerce Retail,2025-12-09,88.44,4.85,0.0075
MCH101494,Travel & Hospitality,2025-12-06,20.26,4.93,0.2021
MCH101495,Professional Services,2026-03-05,13.8,0.46,0.0833
MCH101496,Travel & Hospitality,2024-12-03,298.88,3.81,0.1352
MCH101497,Food & Beverage,2025-06-05,30.61,2.28,0.0307
MCH101498,Subscription / SaaS,2024-11-02,59.99,2.79,0.1436
MCH101499,Marketplace,2025-04-06,37.7,1.33,0.0412
MCH101500,Food & Beverage,2026-03-14,15.08,2.31,0.015
MCH101501,Food & Beverage,2026-04-19,72.93,7.77,0.0191
MCH101502,E-commerce Retail,2026-05-05,50.13,2.75,0.0966
MCH101503,Subscription / SaaS,2024-11-05,18.93,2.36,0.0761
MCH101504,Food & Beverage,2025-05-10,56.44,1.52,0.0664
MCH101505,Food & Beverage,2025-05-28,21.88,7.04,0.0545
MCH101506,Travel & Hospitality,2024-11-27,12.13,0.68,0.021
MCH101507,Food & Beverage,2025-09-27,10.96,1.1,0.012
MCH101508,Travel & Hospitality,2024-08-05,47.95,0.65,0.3142
MCH101509,Digital Goods,2026-05-16,24.96,3.01,0.005
MCH101510,Digital Goods,2025-08-24,164.3,8.0,0.0781
MCH101511,Professional Services,2024-07-22,35.06,1.77,0.0574
MCH101512,Utilities & Billing,2025-01-22,16.69,0.84,0.0112
MCH101513,E-commerce Retail,2026-03-31,42.85,12.63,0.0339
MCH101514,E-commerce Retail,2025-06-21,10.03,3.86,0.005
MCH101515,E-commerce Retail,2025-09-13,33.65,3.25,0.0219
MCH101516,Professional Services,2024-10-04,50.36,2.03,0.0374
MCH101517,Marketplace,2024-12-11,44.51,4.8,0.0784
MCH101518,Subscription / SaaS,2024-11-25,134.67,3.2,0.0477
MCH101519,Marketplace,2025-12-12,491.53,1.52,0.0079
MCH101520,E-commerce Retail,2025-04-20,71.62,1.8,0.0766
MCH101521,Marketplace,2025-01-11,118.96,0.89,0.0434
MCH101522,Subscription / SaaS,2026-04-24,465.66,0.78,0.1322
MCH101523,E-commerce Retail,2025-10-23,13.38,1.83,0.0483
MCH101524,Food & Beverage,2024-10-31,41.71,7.8,0.0685
MCH101525,Subscription / SaaS,2025-08-04,22.69,0.87,0.0899
MCH101526,Subscription / SaaS,2026-05-30,85.0,5.68,0.2232
MCH101527,Subscription / SaaS,2025-09-25,48.02,1.11,0.116
MCH101528,Digital Goods,2026-04-22,16.14,0.41,0.2182
MCH101529,Food & Beverage,2024-10-12,37.0,4.25,0.0292
MCH101530,Subscription / SaaS,2025-10-05,104.26,12.54,0.2687
MCH101531,Travel & Hospitality,2025-07-31,9.94,1.05,0.0176
MCH101532,Professional Services,2025-06-02,16.49,0.51,0.0278
MCH101533,Subscription / SaaS,2026-02-19,14.19,3.88,0.0883
MCH101534,Food & Beverage,2024-11-19,50.72,0.98,0.0271
MCH101535,E-commerce Retail,2025-05-13,126.53,4.21,0.0534
MCH101536,E-commerce Retail,2026-01-09,5.0,7.78,0.1217
MCH101537,Professional Services,2025-12-09,40.22,3.42,0.0188
MCH101538,E-commerce Retail,2026-01-07,14.52,5.53,0.0786
MCH101539,Food & Beverage,2025-08-05,100.02,5.57,0.0221
MCH101540,Professional Services,2026-05-12,28.88,6.62,0.0767
MCH101541,E-commerce Retail,2025-05-06,41.71,2.57,0.0518
MCH101542,Travel & Hospitality,2025-11-07,36.55,5.36,0.1142
MCH101543,Subscription / SaaS,2026-01-07,112.64,2.9,0.008
MCH101544,Utilities & Billing,2026-03-02,283.9,3.64,0.0271
MCH101545,Food & Beverage,2024-10-17,11.77,52.02,0.0366
MCH101546,Digital Goods,2025-07-07,14.12,3.13,0.0341
MCH101547,Travel & Hospitality,2026-03-08,50.48,0.55,0.1228
MCH101548,E-commerce Retail,2025-01-22,16.18,2.02,0.0413
MCH101549,Professional Services,2024-08-12,93.09,1.8,0.0262
MCH101550,Utilities & Billing,2025-03-02,109.3,1.89,0.2272
MCH101551,Travel & Hospitality,2025-04-13,21.19,6.38,0.0287
MCH101552,Digital Goods,2025-06-20,17.06,7.62,0.0697
MCH101553,Marketplace,2025-10-19,27.81,2.21,0.0252
MCH101554,E-commerce Retail,2024-09-21,40.61,0.61,0.0204
MCH101555,E-commerce Retail,2024-10-18,50.14,2.72,0.0717
MCH101556,Travel & Hospitality,2025-01-06,5.0,1.43,0.0449
MCH101557,Food & Beverage,2025-03-08,13.91,3.04,0.0225
MCH101558,Digital Goods,2025-04-17,24.43,2.18,0.0439
MCH101559,Marketplace,2026-04-06,16.49,8.3,0.0442
MCH101560,Subscription / SaaS,2025-01-17,5.0,3.24,0.053
MCH101561,E-commerce Retail,2025-05-22,5.54,1.43,0.0672
MCH101562,Digital Goods,2025-11-23,9.92,0.62,0.1644
MCH101563,Subscription / SaaS,2025-08-13,32.61,2.34,0.015
MCH101564,Digital Goods,2026-02-27,23.66,2.35,0.031
MCH101565,Food & Beverage,2025-11-20,19.46,1.89,0.0372
MCH101566,Professional Services,2026-02-21,81.17,5.34,0.03
MCH101567,E-commerce Retail,2024-09-10,81.14,0.62,0.0221
MCH101568,Professional Services,2025-03-04,42.52,1.15,0.0056
MCH101569,Food & Beverage,2026-04-02,41.27,2.59,0.0525
MCH101570,Travel & Hospitality,2026-02-28,15.54,1.41,0.0416
MCH101571,E-commerce Retail,2026-02-07,17.51,1.72,0.0341
MCH101572,Professional Services,2026-01-17,6.63,2.32,0.0398
MCH101573,Marketplace,2025-06-09,28.48,4.88,0.1129
MCH101574,E-commerce Retail,2024-08-23,80.3,2.22,0.0879
MCH101575,E-commerce Retail,2025-12-10,141.79,0.34,0.0554
MCH101576,E-commerce Retail,2026-03-03,28.65,1.35,0.0295
MCH101577,Professional Services,2025-12-14,59.84,4.04,0.0252
MCH101578,Travel & Hospitality,2026-01-09,5.0,5.27,0.1403
MCH101579,Travel & Hospitality,2025-01-09,23.74,5.57,0.0273
MCH101580,E-commerce Retail,2024-08-27,23.19,7.4,0.0508
MCH101581,Food & Beverage,2025-09-10,162.58,2.77,0.0781
MCH101582,Travel & Hospitality,2024-10-19,54.21,3.2,0.0479
MCH101583,Food & Beverage,2024-11-06,59.99,0.89,0.0456
MCH101584,Utilities & Billing,2025-05-22,56.96,0.28,0.0849
MCH101585,E-commerce Retail,2024-07-08,38.3,0.6,0.1356
MCH101586,Professional Services,2024-07-29,169.42,1.22,0.0852
MCH101587,Food & Beverage,2024-10-20,5.0,0.63,0.0869
MCH101588,Food & Beverage,2026-05-04,42.36,1.84,0.0705
MCH101589,Professional Services,2024-11-08,113.27,1.55,0.036
MCH101590,Professional Services,2025-01-04,5.52,6.28,0.0197
MCH101591,Utilities & Billing,2026-05-06,84.6,0.93,0.0324
MCH101592,E-commerce Retail,2025-10-18,17.1,2.83,0.0345
MCH101593,E-commerce Retail,2025-06-29,40.85,1.62,0.0608
MCH101594,Professional Services,2025-01-20,16.77,0.9,0.045
MCH101595,Travel & Hospitality,2025-01-28,95.5,1.19,0.0402
MCH101596,Subscription / SaaS,2026-03-13,27.43,0.32,0.0869
MCH101597,E-commerce Retail,2025-04-02,85.27,5.2,0.0855
MCH101598,E-commerce Retail,2024-09-11,56.56,10.0,0.0655
MCH101599,Marketplace,2026-05-10,16.55,1.88,0.0217
MCH101600,E-commerce Retail,2025-02-28,60.45,2.53,0.0501
MCH101601,Subscription / SaaS,2024-10-10,18.85,1.83,0.1921
MCH101602,E-commerce Retail,2026-05-16,39.02,1.08,0.0988
MCH101603,Subscription / SaaS,2024-12-18,26.93,4.98,0.1364
MCH101604,E-commerce Retail,2026-04-14,90.01,3.38,0.0505
MCH101605,Food & Beverage,2025-01-04,62.82,0.13,0.0162
MCH101606,E-commerce Retail,2025-09-14,35.49,0.87,0.0861
MCH101607,Digital Goods,2024-09-24,18.44,0.32,0.139
MCH101608,E-commerce Retail,2025-10-19,10.29,11.65,0.0308
MCH101609,Travel & Hospitality,2024-08-21,41.92,2.07,0.0523
MCH101610,Marketplace,2024-10-19,19.45,3.13,0.0474
MCH101611,Professional Services,2024-08-12,5.6,1.73,0.005
MCH101612,Food & Beverage,2025-01-27,9.68,7.41,0.1082
MCH101613,Subscription / SaaS,2025-01-16,186.02,5.82,0.0224
MCH101614,Subscription / SaaS,2026-03-19,18.92,1.98,0.1399
MCH101615,Professional Services,2024-07-26,108.0,13.71,0.1043
MCH101616,Utilities & Billing,2025-04-25,25.62,2.96,0.104
MCH101617,Professional Services,2024-09-15,126.42,0.57,0.0063
MCH101618,Travel & Hospitality,2024-11-14,117.59,2.72,0.0452
MCH101619,Professional Services,2024-07-20,16.03,4.13,0.06
MCH101620,Food & Beverage,2025-09-13,5.01,2.15,0.0487
MCH101621,E-commerce Retail,2025-01-27,5.46,1.63,0.0559
MCH101622,Travel & Hospitality,2026-01-02,16.3,14.36,0.1032
MCH101623,Utilities & Billing,2025-09-08,242.17,0.75,0.0447
MCH101624,E-commerce Retail,2025-01-23,24.27,0.16,0.044
MCH101625,Professional Services,2025-09-12,42.32,12.42,0.0427
MCH101626,E-commerce Retail,2026-04-27,134.74,0.72,0.1518
MCH101627,Food & Beverage,2024-08-11,40.87,1.85,0.038
MCH101628,E-commerce Retail,2025-08-15,39.48,1.69,0.0822
MCH101629,Food & Beverage,2025-12-05,68.21,8.43,0.0587
MCH101630,Digital Goods,2026-03-02,48.86,10.33,0.0633
MCH101631,Subscription / SaaS,2025-08-31,33.13,0.68,0.0607
MCH101632,Professional Services,2025-04-01,17.79,9.55,0.0683
MCH101633,Digital Goods,2025-09-21,39.59,9.38,0.0783
MCH101634,Marketplace,2025-07-04,109.33,2.51,0.0724
